Isabelline ,244,240,236,30,3.278688525,95.68627451,94.11764706,beige,very light
Champagne ,247,231,206,36.58536585,16.59919028,96.8627451,88.82352941,beige,very light
Antique white ,250,235,215,34.28571429,14,98.03921569,91.17647059,beige,very light
Linen ,250,240,230,30,8,98.03921569,94.11764706,beige,very light
Old lace ,253,245,230,39.13043478,9.090909091,99.21568627,94.70588235,beige,very light
Papaya whip ,255,239,213,37.14285714,16.47058824,100,91.76470588,beige,very light
Seashell ,255,245,238,24.70588235,6.666666667,100,96.66666667,beige,very light
Cosmic latte ,255,248,231,42.5,9.411764706,100,95.29411765,beige,very light
Floral white ,255,250,240,40,5.882352941,100,97.05882353,beige,very light
Tan ,210,180,140,34.28571429,33.33333333,82.35294118,68.62745098,beige,medium
Tumbleweed ,222,170,136,23.72093023,38.73873874,87.05882353,70.19607843,beige,medium
Burlywood ,222,184,135,33.79310345,39.18918919,87.05882353,70,beige,medium
Feldspar ,224,181,130,32.55319149,41.96428571,87.84313725,69.41176471,beige,medium
Pale gold ,230,190,138,33.91304348,40,90.19607843,72.15686275,beige,medium
Desert sand ,237,201,175,25.16129032,26.16033755,92.94117647,80.78431373,beige,medium
Sunset ,250,214,165,34.58823529,34,98.03921569,81.37254902,beige,medium
Peach-yellow ,250,223,173,38.96103896,30.8,98.03921569,82.94117647,beige,medium
Bone ,227,218,201,39.23076923,11.45374449,89.01960784,83.92156863,beige,light
Pearl ,234,224,200,42.35294118,14.52991453,91.76470588,85.09803922,beige,light
Pale spring bud ,236,235,189,58.72340426,19.91525424,92.54901961,83.33333333,beige,light
Pale goldenrod ,238,232,170,54.70588235,28.57142857,93.33333333,80,beige,light
Almond ,239,222,205,30,14.22594142,93.7254902,87.05882353,beige,light
Dutch white ,239,223,187,41.53846154,21.75732218,93.7254902,83.52941176,beige,light
Medium champagne ,243,229,171,48.33333333,29.62962963,95.29411765,81.17647059,beige,light
Wheat ,245,222,179,39.09090909,26.93877551,96.07843137,83.1372549,beige,light
Lemon meringue ,246,234,190,47.14285714,22.76422764,96.47058824,85.49019608,beige,light
Peach puff ,255,218,185,28.28571429,27.45098039,100,86.2745098,beige,light
Navajo white ,255,222,173,35.85365854,32.15686275,100,83.92156863,beige,light
Moccasin ,255,228,181,38.10810811,29.01960784,100,85.49019608,beige,light
Bisque ,255,228,196,32.54237288,23.1372549,100,88.43137255,beige,light
Lumber ,255,228,205,27.6,19.60784314,100,90.19607843,beige,light
Peach ,255,229,180,39.2,29.41176471,100,85.29411765,beige,light
Blanched almond ,255,235,205,36,19.60784314,100,90.19607843,beige,light
Dark tan ,145,129,81,45,44.13793103,56.8627451,44.31372549,beige,dark
Grullo ,169,154,134,34.28571429,20.71005917,66.2745098,59.41176471,beige,dark
Camel ,193,154,107,32.79069767,44.55958549,75.68627451,58.82352941,beige,dark
Sand ,194,178,128,45.45454545,34.02061856,76.07843137,63.1372549,beige,dark
Khaki ,195,176,145,37.2,25.64102564,76.47058824,66.66666667,beige,dark
Dark vanilla ,209,190,168,32.19512195,19.61722488,81.96078431,73.92156863,beige,dark
Black ,0,0,0,0,0,0,0,black,very dark
Smoky black ,16,12,8,30,50,6.274509804,4.705882353,black,very dark
Licorice ,26,17,16,6,38.46153846,10.19607843,8.235294118,black,very dark
Eerie black ,27,27,27,0,0,10.58823529,10.58823529,black,very dark
Zinnwaldite brown ,44,22,8,23.33333333,81.81818182,17.25490196,10.19607843,black,very dark
Seal brown ,50,20,20,0,60,19.60784314,13.7254902,black,very dark
Lavender ,230,230,250,240,8,98.03921569,94.11764706,blue,very light
Glitter ,230,232,250,234,8,98.03921569,94.11764706,blue,very light
Alice blue ,240,248,255,208,5.882352941,100,97.05882353,blue,very light
Magnolia ,248,244,255,261.8181818,4.31372549,100,97.84313725,blue,very light
Ghost white ,248,248,255,240,2.745098039,100,98.62745098,blue,very light
Prussian blue ,0,49,83,204.5783133,100,32.54901961,16.2745098,blue,very dark
Catalina blue ,6,42,120,221.0526316,95,47.05882353,24.70588235,blue,very dark
Indigo dye ,9,31,146,230.3649635,93.83561644,57.25490196,30.39215686,blue,very dark
Ultramarine ,18,10,143,243.6090226,93.00699301,56.07843137,30,blue,very dark
Midnight blue ,25,25,112,240,77.67857143,43.92156863,26.8627451,blue,very dark
St. Patrick's blue ,35,41,122,235.862069,71.31147541,47.84313725,30.78431373,blue,very dark
Oxford Blue ,0,33,71,212.1126761,100,27.84313725,13.92156863,blue,verry dark
Royal blue ,0,35,102,219.4117647,100,40,20,blue,verry dark
Yankees blue ,28,40,65,220.5405405,56.92307692,25.49019608,18.23529412,blue,verry dark
Space cadet ,29,41,81,226.1538462,64.19753086,31.76470588,21.56862745,blue,verry dark
Russian violet ,50,23,77,270,70.12987013,30.19607843,19.60784314,blue,verry dark
Medium Persian blue ,0,103,165,202.5454545,100,64.70588235,32.35294118,blue,medium
Sea blue ,0,105,148,197.4324324,100,58.03921569,29.01960784,blue,medium
Honolulu blue ,0,109,176,202.8409091,100,69.01960784,34.50980392,blue,medium
Spanish blue ,0,112,184,203.4782609,100,72.15686275,36.07843137,blue,medium
Brandeis blue ,0,112,255,213.6470588,100,100,50,blue,medium
French blue ,0,114,187,203.4224599,100,73.33333333,36.66666667,blue,medium
True Blue ,0,115,207,206.6666667,100,81.17647059,40.58823529,blue,medium
Ocean Boat Blue ,0,119,190,202.4210526,100,74.50980392,37.25490196,blue,medium
Star command blue ,0,123,184,199.8913043,100,72.15686275,36.07843137,blue,medium
Azure ,0,127,255,210.1176471,100,100,50,blue,medium
Blue ,0,135,189,197.1428571,100,74.11764706,37.05882353,blue,medium
Blue ,2,71,254,223.5714286,99.21259843,99.60784314,50.19607843,blue,medium
Rich electric blue ,8,146,208,198.6,96.15384615,81.56862745,42.35294118,blue,medium
Bright navy blue ,25,116,210,210.4864865,88.0952381,82.35294118,46.07843137,blue,medium
Dodger blue ,30,144,255,209.6,88.23529412,100,55.88235294,blue,medium
Blue ,31,117,254,216.8609865,87.79527559,99.60784314,55.88235294,blue,medium
Lapis lazuli ,38,97,156,210,75.64102564,61.17647059,38.03921569,blue,medium
Bleu de France ,49,140,231,210,78.78787879,90.58823529,54.90196078,blue,medium
Ultramarine blue ,65,102,245,227.6666667,73.46938776,96.07843137,60.78431373,blue,medium
Royal blue ,65,105,225,225,71.11111111,88.23529412,56.8627451,blue,medium
Tufts Blue ,65,125,193,211.875,66.32124352,75.68627451,50.58823529,blue,medium
Queen blue ,67,107,149,210.7317073,55.03355705,58.43137255,42.35294118,blue,medium
Han blue ,68,108,207,222.733813,67.14975845,81.17647059,53.92156863,blue,medium
Picton blue ,69,177,232,200.2453988,70.25862069,90.98039216,59.01960784,blue,medium
Steel blue ,70,130,180,207.2727273,61.11111111,70.58823529,49.01960784,blue,medium
Celestial blue ,73,151,208,205.3333333,64.90384615,81.56862745,55.09803922,blue,medium
Blueberry ,79,134,247,220.3571429,68.01619433,96.8627451,63.92156863,blue,medium
Blue yonder ,80,114,167,216.5517241,52.09580838,65.49019608,48.43137255,blue,medium
UCLA Blue ,83,104,149,220.9090909,44.29530201,58.43137255,45.49019608,blue,medium
United Nations blue ,91,146,229,216.0869565,60.26200873,89.80392157,62.74509804,blue,medium
Silver Lake blue ,93,137,186,211.6129032,50,72.94117647,54.70588235,blue,medium
Air Force blue 1,93,138,168,204,44.64285714,65.88235294,51.17647059,blue,medium
Glaucous ,96,130,182,216.2790698,47.25274725,71.37254902,54.50980392,blue,medium
Cornflower blue ,100,149,237,218.540146,57.80590717,92.94117647,66.07843137,blue,medium
Livid ,102,153,204,210,50,80,60,blue,medium
Little boy blue ,108,160,220,212.1428571,50.90909091,86.2745098,64.31372549,blue,medium
Cerulean frost ,109,155,195,207.9069767,44.1025641,76.47058824,59.60784314,blue,medium
Iceberg ,113,166,210,207.2164948,46.19047619,82.35294118,63.33333333,blue,medium
Air superiority blue ,114,160,193,205.0632911,40.93264249,75.68627451,60.19607843,blue,medium
Moonstone blue ,115,169,194,198.9873418,40.72164948,76.07843137,60.58823529,blue,medium
Light slate gray ,119,136,153,210,22.22222222,60,53.33333333,blue,medium
Dark pastel blue ,119,158,203,212.1428571,41.37931034,79.60784314,63.1372549,blue,medium
Aero ,124,185,232,206.1111111,46.55172414,90.98039216,69.80392157,blue,medium
Dark sky blue ,140,190,214,199.4594595,34.57943925,83.92156863,69.41176471,blue,medium
Maya blue ,115,194,251,205.1470588,54.18326693,98.43137255,71.76470588,blue,light
French sky blue ,119,181,254,212.4444444,53.1496063,99.60784314,73.1372549,blue,light
Sky blue ,135,206,235,197.4,42.55319149,92.15686275,72.54901961,blue,light
Light sky blue ,135,206,250,202.9565217,46,98.03921569,75.49019608,blue,light
Baby blue ,137,207,240,199.223301,42.91666667,94.11764706,73.92156863,blue,light
Jordy blue ,138,185,241,212.6213592,42.73858921,94.50980392,74.31372549,blue,light
Light cornflower blue ,147,204,234,200.6896552,37.17948718,91.76470588,74.70588235,blue,light
Carolina blue ,153,186,221,210.8823529,30.76923077,86.66666667,73.33333333,blue,light
Pale cerulean ,155,196,226,205.3521127,31.4159292,88.62745098,74.70588235,blue,light
Columbia blue ,155,221,255,200.4,39.21568627,100,80.39215686,blue,light
Baby blue eyes ,161,202,241,209.25,33.19502075,94.50980392,78.82352941,blue,light
Fresh Air ,166,231,255,196.1797753,34.90196078,100,82.54901961,blue,light
Pale cornflower blue ,171,205,239,210,28.45188285,93.7254902,80.39215686,blue,light
Light steel blue ,176,196,222,213.9130435,20.72072072,87.05882353,78.03921569,blue,light
Beau blue ,188,212,230,205.7142857,18.26086957,90.19607843,81.96078431,blue,light
Navy ,0,0,128,240,100,50.19607843,25.09803922,blue,dark
Dark blue ,0,0,139,240,100,54.50980392,27.25490196,blue,dark
Duke blue ,0,0,156,240,100,61.17647059,30.58823529,blue,dark
Medium blue ,0,0,205,240,100,80.39215686,40.19607843,blue,dark
Blue ,0,0,255,240,100,100,50,blue,dark
Phthalo blue ,0,15,137,233.4306569,100,53.7254902,26.8627451,blue,dark
Zaffre ,0,20,168,232.8571429,100,65.88235294,32.94117647,blue,dark
Resolution blue ,0,35,135,224.4444444,100,52.94117647,26.47058824,blue,dark
Imperial blue ,0,35,149,225.9060403,100,58.43137255,29.21568627,blue,dark
Cool black ,0,46,99,212.1212121,100,38.82352941,19.41176471,blue,dark
International Klein Blue ,0,47,167,223.1137725,100,65.49019608,32.74509804,blue,dark
Air Force blue 2,0,48,143,219.8601399,100,56.07843137,28.03921569,blue,dark
Dark midnight blue ,0,51,102,210,100,40,20,blue,dark
Dark powder blue ,0,51,153,220,100,60,30,blue,dark
UA blue ,0,51,170,222,100,66.66666667,33.33333333,blue,dark
Royal azure ,0,56,168,220,100,65.88235294,32.94117647,blue,dark
Dark imperial blue ,0,65,106,203.2075472,100,41.56862745,20.78431373,blue,dark
Cobalt ,0,71,171,215.0877193,100,67.05882353,33.52941176,blue,dark
USAFA blue ,0,79,152,208.8157895,100,59.60784314,29.80392157,blue,dark
Medium electric blue ,3,80,150,208.5714286,98,58.82352941,30,blue,dark
Dark cerulean ,8,69,126,208.9830508,93.65079365,49.41176471,26.2745098,blue,dark
Yale Blue ,15,77,146,211.6030534,89.7260274,57.25490196,31.56862745,blue,dark
Sapphire ,15,82,186,216.4912281,91.93548387,72.94117647,39.41176471,blue,dark
Egyptian blue ,16,52,166,225.6,90.36144578,65.09803922,35.68627451,blue,dark
Blue sapphire ,18,97,128,196.9090909,85.9375,50.19607843,28.62745098,blue,dark
Denim ,21,96,189,213.2142857,88.88888889,74.11764706,41.17647059,blue,dark
Bluebonnet ,28,28,240,240,88.33333333,94.11764706,52.54901961,blue,dark
Persian blue ,28,57,187,229.0566038,85.02673797,73.33333333,42.15686275,blue,dark
New Car ,33,79,198,223.2727273,83.33333333,77.64705882,45.29411765,blue,dark
Palatinate blue ,39,59,226,233.5828877,82.74336283,88.62745098,51.96078431,blue,dark
Cerulean blue ,42,82,190,223.7837838,77.89473684,74.50980392,45.49019608,blue,dark
B'dazzled blue ,46,88,148,215.2941176,68.91891892,58.03921569,38.03921569,blue,dark
Violet-blue ,50,74,178,228.75,71.91011236,69.80392157,44.70588235,blue,dark
Blue ,51,51,153,240,66.66666667,60,40,blue,dark
Electric ultramarine ,63,0,255,254.8235294,100,100,50,blue,dark
Purple navy ,78,81,128,236.4,39.0625,50.19607843,40.39215686,blue,dark
Han purple ,82,24,250,255.3982301,90.4,98.03921569,53.7254902,blue,dark
Olive Drab #7 ,60,52,31,43.44827586,48.33333333,23.52941176,17.84313725,brown,very dark
Bistre ,61,43,31,24,49.18032787,23.92156863,18.03921569,brown,very dark
Dark lava ,72,60,50,27.27272727,30.55555556,28.23529412,23.92156863,brown,very dark
Caf_ noir ,75,54,33,30,56,29.41176471,21.17647059,brown,very dark
Spanish bistre ,128,117,90,42.63157895,29.6875,50.19607843,42.74509804,brown,medium
Raw umber ,130,102,68,32.90322581,47.69230769,50.98039216,38.82352941,brown,medium
Pastel brown ,131,105,83,27.5,36.64122137,51.37254902,41.96078431,brown,medium
French bistre ,133,109,77,34.28571429,42.10526316,52.15686275,41.17647059,brown,medium
Gold Fusion ,133,117,78,42.54545455,41.35338346,52.15686275,41.37254902,brown,medium
Shadow ,138,121,93,37.33333333,32.60869565,54.11764706,45.29411765,brown,medium
Coconut ,150,90,62,19.09090909,58.66666667,58.82352941,41.56862745,brown,medium
Dark chestnut ,152,105,96,9.642857143,36.84210526,59.60784314,48.62745098,brown,medium
Liver chestnut ,152,116,86,27.27272727,43.42105263,59.60784314,46.66666667,brown,medium
Pale brown ,152,118,84,30,44.73684211,59.60784314,46.2745098,brown,medium
Golden brown ,153,101,21,36.36363636,86.2745098,60,34.11764706,brown,medium
Dirt ,155,118,83,29.16666667,46.4516129,60.78431373,46.66666667,brown,medium
Metallic Sunburst ,156,124,56,40.8,64.1025641,61.17647059,41.56862745,brown,medium
Beaver ,159,129,112,21.70212766,29.55974843,62.35294118,53.1372549,brown,medium
Chamoisee ,160,120,90,25.71428571,43.75,62.74509804,49.01960784,brown,medium
Blast-off bronze ,165,113,100,12,39.39393939,64.70588235,51.96078431,brown,medium
Caf_ au lait ,166,123,91,25.6,45.18072289,65.09803922,50.39215686,brown,medium
Windsor tan ,174,104,56,24.40677966,67.81609195,68.23529412,45.09803922,brown,medium
Ginger ,176,101,0,34.43181818,100,69.01960784,34.50980392,brown,medium
Light taupe ,179,139,109,25.71428571,39.10614525,70.19607843,56.47058824,brown,medium
Deer ,186,135,89,28.45360825,52.15053763,72.94117647,53.92156863,brown,medium
Antique brass ,205,149,117,21.81818182,42.92682927,80.39215686,63.1372549,brown,medium
Pale taupe ,188,152,126,25.16129032,32.9787234,73.7254902,61.56862745,brown,light
Dark puce ,79,58,60,354.2857143,26.58227848,30.98039216,26.8627451,brown,dark
Dark liver ,83,75,79,330,9.638554217,32.54901961,30.98039216,brown,dark
Dark liver ,84,61,55,12.4137931,34.52380952,32.94117647,27.25490196,brown,dark
Umber ,99,81,71,21.42857143,28.28282828,38.82352941,33.33333333,brown,dark
Dark brown ,101,67,33,30,67.32673267,39.60784314,26.2745098,brown,dark
Brown-nose ,102,68,35,29.55223881,65.68627451,40,26.8627451,brown,dark
Donkey Brown ,102,76,40,34.83870968,60.78431373,40,27.84313725,brown,dark
Liver ,103,76,71,9.375,31.06796117,40.39215686,34.11764706,brown,dark
Field drab ,108,84,30,41.53846154,72.22222222,42.35294118,27.05882353,brown,dark
Tuscan brown ,111,78,55,24.64285714,50.45045045,43.52941176,32.54901961,brown,dark
Sepia ,112,66,20,30,82.14285714,43.92156863,25.88235294,brown,dark
Deep coffee ,112,66,65,1.276595745,41.96428571,43.92156863,34.70588235,brown,dark
Bole ,121,68,59,8.709677419,51.23966942,47.45098039,35.29411765,brown,dark
Chocolate ,123,63,0,30.73170732,100,48.23529412,24.11764706,brown,dark
Russet ,128,70,27,25.54455446,78.90625,50.19607843,30.39215686,brown,dark
Saddle brown ,139,69,19,25,86.33093525,54.50980392,30.98039216,brown,dark
Brown ,150,75,0,30,100,58.82352941,29.41176471,brown,dark
Light cyan ,224,255,255,180,12.15686275,100,93.92156863,cyan,very light
Bubbles ,231,254,255,182.5,9.411764706,100,95.29411765,cyan,very light
Azure ,240,255,255,180,5.882352941,100,97.05882353,cyan,very light
Rich black ,0,64,64,180,100,25.09803922,12.54901961,cyan,very dark
Midnight green (eagle green) ,0,73,83,187.2289157,100,32.54901961,16.2745098,cyan,very dark
Deep jungle green ,0,75,73,178.4,100,29.41176471,14.70588235,cyan,very dark
