Advertising,"Companies in this industry create advertising campaigns, implement public relations campaigns, and engage in media buying, among other advertising services. Major companies include Interpublic and Omnicom, (both headquartered in the US); Dentsu and Hakuhodo DY Holdings (both based in Japan); Publicis (France); and WPP (Ireland). Demand for advertising and marketing services comes largely from businesses that sell consumer products, entertainment, financial services, technology, and  telecommunications. The profitability of individual companies depends on creative skills and maintaining client relationships. Large companies benefit from being able to serve the varied needs of major customers. Small companies can compete by focusing on niche markets or by offering lower pricing. The US industry is fragmented: the top 50 companies generate about one-third of revenue. Major services are advertising for print, broadcast, and online media (25 percent of industry sales), direct mail advertising (15 percent), and public relations (10 percent). Other services include display advertising, media buying (reselling advertising time or space), and media representation (selling advertising time or space on behalf of media outlet owners).",http://www.hoovers.com/industry-facts.advertising-marketing-services.1055.html 
Aerospace/ Defense,"Companies in this industry manufacture aircraft, aircraft components, and missiles and space vehicles. Major companies include US-based Boeing, General Dynamics, Lockheed Martin, Northrop Grumman, and Raytheon, as well as the Netherlands-based EADS (and its French subsidiary Airbus), BAE Systems (UK), Bombardier (Canada), and Finmeccanica (Italy). Many companies work primarily as subcontractors to the largest manufacturers. Demand is driven by military budgets and the overall economic climate, which affects airline traffic and demand for new commercial aircraft. The profitability of individual companies depends on technical expertise and the ability to accurately price long-term contracts. Large companies enjoy economies of scale in design, manufacturing, and purchasing. Small companies can compete effectively by concentrating on selected components and parts manufacturing for particular prime contractors. Increasingly, small companies are developing system integration capabilities as large firms outsource more aspects of contracts. The US industry is highly concentrated: the 20 largest companies account for about 90 percent of industry revenue.  Aircraft manufacturing accounts for about half of US industry revenue; aircraft engines and other parts for about 35 percent; and missiles and space vehicles for about 15 percent.",http://www.hoovers.com/industry-facts.aerospace-products-parts-manufacturing.1001.html 
Agriculture,"Companies in this industry sector grow crops, raise or fatten animals for animal products, and grow and harvest timber. Major crop production companies include US-based Dole Food and Fresh Del Monte Produce; and Amaggi Exportação e Importação (Brazil) and Total Produce (Ireland). Major animal production companies include US-based Dean Foods, Pilgrim's Pride, and Smithfield Foods (owned by Shuanghui International), as well as JBS (Brazil) and Danish Crown (Denmark). Major timber operations include US-based Plum Creek Timber, Rayonier, and Weyerhaeuser; and Stora Enso (Finland) and Svenska Cellulosa (Sweden). Demand is driven by government agricultural policy programs, food consumption trends, and lumber demand. Profitability depends on efficient operations. Large companies have advantages in vertically integrated operations and economies of scale. Small operations can compete effectively by supplying local markets, specializing in heirloom, organic, or nongenetically modified (GM) crops, or raising animals in less restrictive environments on hormone-free diets. Major US crops include corn, soybeans, fruits and nuts, and wheat. Other major crops include vegetables and melons, cotton, and potatoes. Of all cropland farms, nearly 40 percent focus on grain, oilseed, or dry beans/peas; these farms account for 80 percent of all cropland revenue. ",http://www.hoovers.com/industry-facts.agriculture-forestry-sector.2026.html
Airlines,"Companies in this industry provide scheduled domestic and international passenger transportation, as well as mail and freight transportation. Major US companies include American (owned by AMR), Delta, and United Continental, as well as the air operations of express delivery companies such as FedEx and UPS; outside the US, leading companies include Air France-KLM, Deutsche Lufthansa, Japan Airlines, and Quantas (Australia).  Demand depends highly on the health of the economy, which affects spending on business and leisure air travel. Because many costs are fixed, the profitability of individual companies is determined by efficient operations and on favorable fuel and labor costs. Large companies enjoy economies of scale in purchasing and the ability to provide more extensive services. Small airlines can compete by serving local or regional routes. The US industry is highly concentrated: the eight largest companies account for more than 75 percent of industry revenue. Major services include domestic passenger transportation (about 70 percent of industry revenue) and international passenger transportation (20 percent); mail and freight transportation accounts for most of the remainder. Other revenue comes from providing maintenance, servicing, training, and reservations. Some airlines also offer nonscheduled (charter) flights. Some airlines carry only cargo, using specially equipped planes. Most passenger airlines also provide cargo services.",http://www.hoovers.com/industry-facts.airlines.1600.html
Apparel,"Companies in this industry manufacture garments made from purchased fabric and from fabric they produce themselves. Major companies include Levi Strauss, Louis Vuitton North America, PVH, Ralph Lauren, VF Corporation (all based in the US), along with Hermès International (France) and Youngor Group (China). Demand is largely determined by consumer tastes and the comparative costs of manufacture in the US and overseas. The profitability of individual companies depends on efficient operations and the ability to secure contracts with clothing marketers. Small companies can compete effectively with large ones by specializing in a particular type of apparel manufacture. There are few economies of scale in manufacture, because of the high labor content of most apparel. The US industry is fragmented: the 50 largest companies generate less than 40 percent of revenue. Because of the different skills and equipment needed to produce different types of clothes, manufacturers usually specialize in one type. Women's cut and sew apparel contractors, which provide contract cutting and sewing services on materials owned by apparel manufacturers, account for about 15 percent of industry revenue. Women's blouse and shirt manufacturing and women's dress manufacturing each account for about 10 percent of industry revenue.",http://www.hoovers.com/industry-facts.apparel-manufacturing.1161.html
Automotive ,"The industry produces vehicles and related products, such as car parts, and encompasses activities involving glass, steel, textiles, rubber and computer chips, among others.   About 40% of the industry is represented by the production and sale of vehicles in the US, with 300 facilities in operation across the US. The EU segment represents 25% of worldwide production, throughout almost 170 facilities. Japan’s industry share is ~33%. Competition is strong, with 80% of cars manufactured by the top 10 companies, making the industry a highly concentrated one. Technological innovation is key as environmental concerns force governments to enforce alternative transportation options to cut emissions proven detrimental to the planet’s future. Companies in this industry make passenger cars and light trucks, as well as chassis for those vehicles. Major companies include Fiat, Ford, GM, Honda, Toyota, and Volkswagen. Demand is driven by employment and interest rates. The profitability of individual companies depends on manufacturing efficiency, product quality, and effective marketing. Large companies have economies of scale in purchasing and marketing; smaller companies can compete by focusing on specialized markets. The US industry is highly concentrated: the top four companies account for about 75 percent of sales. Major products are cars and light trucks. The light truck segment, which includes SUVs, has a higher average price. ",http://www.hoovers.com/industry-facts.automobile-manufacturing.1019.html
Banks,"Companies in this industry accept deposits and make commercial, industrial, and consumer loans. Major companies include Bank of America, Citibank, JPMorgan Chase, Wells Fargo, and Navy Federal Credit Union (all based in the US), as well as Banco Santander (Spain), BNP Paribas (France), Industrial and Commercial Bank of China, and ING Groep (The Netherlands). Demand for banking services is closely tied to economic activity and the level of interest rates. The profitability of individual banks depends on marketing skills, efficient operations, and good risk management. Large economies of scale exist in some segments of the industry, which has encouraged industry consolidation. Smaller banks can compete successfully in segments where customer service or knowledge of the local market is more important. Major products are bank loans, account services, brokerage services, credit card and leasing services, trust management, and investment services. Bank loans provide about 55 percent of commercial banking revenue, securities financing provide 16 percent, the other major services each provide less than 5 percent. After adoption of the Gramm-Leach-Bliley Act of 1999, some banks have used the financial services company structure to acquire large insurance or retail securities brokerage operations. Commercial banks, savings institutions, and credit unions provide many of the same products. However, commercial banks get a large percent of their revenue from services, while savings banks and credit unions get a majority of their revenue from loans. ",http://www.hoovers.com/industry-facts.banks-credit-unions.1816.html 
Biotechnology,"Companies in this industry manufacture drugs, therapies, vaccines, genetically modified food and fuel, and other products based on genetically manipulated compounds. Major companies include US-based Amgen, Biogen Idec, Genentech (owned by Switzerland-based Roche), and Monsanto, as well as Cangene (Canada), ADIMMUNE (Taiwan), and the biotech research arms of major international pharmaceutical companies such as Sanofi (France, owns Genzyme). Demand for biotechnology in the fields of medicine, agriculture, food, and science is driven by insurers' willingness to pay for new medical treatments, the global need to produce more food for a rapidly expanding population, and scientists' desire to find solutions for complex scientific and medical issues. Funding for biotech research is often provided by venture capital funds hoping to cash in on new products. The profitability of individual companies depends on the discovery and effective marketing of new products. Because the market for potential products is so large, small biotechnology companies can co-exist successfully with large ones if they have expertise in a particular line of research. Biotechnology is used to produce drugs, therapies, vaccines, and medical diagnostic tests. It's also used to produce genetically modified (GM) plants and crops; DNA fingerprinting; environmental biotech products that aid in the clean-up of hazardous waste; and industrial biotech applications that help numerous sectors produce less waste and use less energy and water",http://www.hoovers.com/industry-facts.biotechnology-product-manufacturing.1494.html
Building Materials,"Companies in this industry are primarily engaged in retail sales of new building materials and supplies. Major companies include Home Depot, Lowe's, and Menard (all based in the US) as well as Beijing Easyhome Investment Holding Group and Red Star Macalline International (both based in China), Home Improvement Hirose (Japan), Kingfisher (UK), and Praktiker and Tengelmann (both based in Germany). Some independently owned stores belong to wholesale cooperatives, such as Ace Hardware and True Value Company in the US, that buy materials in bulk and resell them to members. Demand is driven mainly by residential real estate construction and renovation. The profitability of individual companies depends on merchandising and customer service. Large companies enjoy economies of scale in purchasing and have the ability to offer more products. Small companies can compete effectively by catering to contractors, by offering specialty products and services, and by serving areas unattractive to larger companies because of limited customer concentration. The US industry is concentrated: the top 50 companies account for more than 50 percent of industry revenue. Major products are lumber and other structural building materials and supplies (45 percent of sales) and hardware, tools, and plumbing and electrical supplies (25 percent of sales). Other products include paint; lawn, garden, and farm equipment and supplies; and floor coverings. In addition to selling products, many companies sell installation services (so-called ""installed sales"") using their own employees or outside contractors. ",http://www.hoovers.com/industry-facts.building-material-dealers.2047.html 
Chemicals,"Companies in this industry manufacture basic, intermediate, and specialty chemicals. Major companies include Dow and DuPont (both based in the US), BASF (Germany), INEOS Group (UK), LyondellBasell (the Netherlands), Mitsubishi Chemical (Japan), and Roche (Switzerland).
Because chemicals are used to make a wide variety of industrial and consumer products, demand is driven by the overall health of the US economy. The profitability of individual companies is closely tied to efficient operations. Big companies have economies of scale in purchasing and production. Small companies can compete effectively by producing specialty products, of which there are a large number, or by operating a single plant highly efficiently. The US industry is concentrated: the top 50 companies account for about 55 percent of revenue. Basic chemicals include petrochemicals, industrial gases, dyes and pigments, alkalies and chlorine, alcohols, and various other organic (based on the chemistry of carbon and oxygen) and inorganic chemicals. These basic chemicals are made from mined materials like crude oil, natural gas, and minerals, or from crops and other natural substances. The raw materials are called feedstocks. Chemicals companies use basic chemicals to produce intermediate products like polyethylene; polyethylene oxide (PO); ethylene oxide (EO); and ethylene glycol, or final products like phosphate and nitrogen agricultural fertilizers.
",http://www.hoovers.com/industry-facts.chemical-manufacturing.1085.html
Commercial Services,"Companies in this industry offer repair and maintenance services for commercial and industrial machinery. Repair services may include a wide variety of equipment, including agricultural machinery, commercial refrigeration equipment, construction equipment, and machine tools. Companies offering automotive or electronic repair services are not included in this industry",http://www.hoovers.com/industry-facts.commercial-equipment-repair-maintenance.2021.html 
